PDB,source_PDB,Rank,N,Fmax_eps_per_A,Ln_A,Lm_A,Lf_A,Pattern,CATH,sequence_chain_count,sequence_length,sequence_raw_length,sequence_frac_hydrophobic,sequence_frac_polar,sequence_frac_positive,sequence_frac_negative,sequence_frac_glycine,sequence_frac_proline,sequence_frac_low_complexity,sequence_fraction_charged,sequence_net_charge,sequence_estimated_pI,sequence_hydrophobicity_mean,sequence_hydrophobicity_variance,sequence_frac_A,sequence_frac_C,sequence_frac_D,sequence_frac_E,sequence_frac_F,sequence_frac_G,sequence_frac_H,sequence_frac_I,sequence_frac_K,sequence_frac_L,sequence_frac_M,sequence_frac_N,sequence_frac_P,sequence_frac_Q,sequence_frac_R,sequence_frac_S,sequence_frac_T,sequence_frac_V,sequence_frac_W,sequence_frac_Y,ss_total_residues,ss_H,ss_B,ss_E,ss_G,ss_I,ss_T,ss_S,ss_frac_helix,ss_frac_beta,ss_frac_secondary,ss_fraction_helix,ss_fraction_strand,ss_fraction_coil,ss_helix_segment_count,ss_strand_segment_count,ss_helix_segment_mean_length,ss_strand_segment_mean_length,ss_longest_helix_length,ss_longest_strand_length,ss_transitions_per_residue,chain_list,domain_ranges,num_chains,num_residues,num_atoms,num_hetatm,num_models,num_disulfide_bonds,structure_contact_density,structure_radius_of_gyration,structure_mean_relative_sasa,structure_fraction_buried,structure_beta_topology_score
1p7e,1p7e,59,56,3.1,26.3,29.7,209.0,MA,3.10.20.10,1,56,56,0.44642857142857145,0.32142857142857145,0.125,0.16071428571428573,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,-2.0831714845089433,4.6699697118883705,-0.6839285714285716,7.843848852040817,0.10714285714285714,0.0,0.08928571428571429,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.0,0.017857142857142856,0.125,0.03571428571428571,0.017857142857142856,0.05357142857142857,0.0,0.03571428571428571,0.0,0.0,0.17857142857142858,0.08928571428571429,0.017857142857142856,0.05357142857142857,56,14,0,24,0,0,6,4,0.25,0.428571,0.678571,0.25,0.42857142857142855,0.32142857142857145,1,4,14.0,6.0,14,7,0.25,A,A:1-56,1,56,862,0,1,0,8.607142857142858,10.31839132003408,0.10966503734360877,0.125,3.688775510204082
1j05,1j05,60,111,3.1,36.2,47.2,418.0,MA,2.60.40.10,4,460,463,0.5347826086956522,0.3565217391304348,0.0782608695652174,0.1,0.09130434782608696,0.05217391304347826,0.14347826086956522,0.1782608695652174,-14.073801011298038,4.667776088520441,-0.25739130434782614,7.8260975425330805,0.0782608695652174,0.017391304347826087,0.05217391304347826,0.04782608695652174,0.034782608695652174,0.09130434782608696,0.008695652173913044,0.04782608695652174,0.0391304347826087,0.06956521739130435,0.013043478260869565,0.02608695652173913,0.05217391304347826,0.06521739130434782,0.030434782608695653,0.09130434782608696,0.08695652173913043,0.06956521739130435,0.017391304347826087,0.06086956521739131,463,0,7,224,30,0,55,42,0.064795,0.49892,0.563715,0.06479481641468683,0.49892008639308855,0.43628509719222464,10,49,3.0,4.714285714285714,3,9,0.36069114470842334,A|B|H|L,A:1-107|B:1-113|H:1-113|L:1-107,4,464,3581,278,1,4,10.474137931034482,25.42129007920028,0.09323288924423559,0.4073275862068966,5.22575780144485
1jhl,1jhl,61,108,3.1,39.1,52.7,406.6,MA,2.60.40.10,3,353,355,0.47875354107648727,0.3881019830028329,0.11048158640226628,0.08498583569405099,0.0906515580736544,0.0339943342776204,0.12464589235127478,0.1954674220963173,5.625898850834531,8.16977786273037,-0.4671388101983003,7.73829691274306,0.06232294617563739,0.0339943342776204,0.05099150141643059,0.0339943342776204,0.0226628895184136,0.0906515580736544,0.0084985835694051,0.053824362606232294,0.059490084985835696,0.06515580736543909,0.0169971671388102,0.059490084985835696,0.0339943342776204,0.042492917847025496,0.042492917847025496,0.11331444759206799,0.0764872521246459,0.0453257790368272,0.0339943342776204,0.053824362606232294,355,38,6,120,19,0,66,36,0.160563,0.35493,0.515493,0.16056338028169015,0.35492957746478876,0.48450704225352115,9,31,6.333333333333333,4.064516129032258,11,8,0.36901408450704226,A|H|L,A:1-129|H:1-116|L:1-108,3,353,2745,0,1,6,10.203966005665722,21.85474707356238,0.0961713026368917,0.3371104815864023,3.6216893428560026
1bmz,1bmz,62,127,3.1,11.5,75.2,478.8,MA,2.60.40.180,2,228,229,0.543859649122807,0.2807017543859649,0.12280701754385964,0.13157894736842105,0.06140350877192982,0.05263157894736842,0.11403508771929824,0.2543859649122807,-9.422691455564312,5.155129624462461,-0.08684210526315787,8.424651431209602,0.10526315789473684,0.008771929824561403,0.043859649122807015,0.08771929824561403,0.043859649122807015,0.06140350877192982,0.03508771929824561,0.043859649122807015,0.05263157894736842,0.06140350877192982,0.008771929824561403,0.017543859649122806,0.05263157894736842,0.0,0.03508771929824561,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.017543859649122806,0.043859649122807015,229,14,4,118,0,0,34,13,0.061135,0.532751,0.593886,0.0611353711790393,0.5327510917030568,0.40611353711790393,2,22,7.0,5.545454545454546,7,10,0.3318777292576419,A|B,A:10-123|B:10-123,2,228,1762,52,1,0,10.052631578947368,17.24960138744483,0.09600808548176969,0.31140350877192985,5.355550448172834
1bvk,1bvk,63,108,3.1,39.7,63.3,406.6,MA,2.60.40.10,6,706,711,0.48441926345609065,0.38243626062322944,0.11614730878186968,0.0708215297450425,0.09348441926345609,0.0339943342776204,0.1274787535410765,0.18696883852691218,25.33151226895697,9.123364378657243,-0.41756373937677055,7.957141939988284,0.06515580736543909,0.0339943342776204,0.05099150141643059,0.019830028328611898,0.025495750708215296,0.09348441926345609,0.0084985835694051,0.042492917847025496,0.039660056657223795,0.07365439093484419,0.014164305949008499,0.056657223796033995,0.0339943342776204,0.04815864022662889,0.0679886685552408,0.1048158640226629,0.08498583569405099,0.056657223796033995,0.0339943342776204,0.0453257790368272,711,73,15,234,37,0,121,79,0.154712,0.350211,0.504923,0.15471167369901548,0.350210970464135,0.49507735583684953,18,63,6.111111111111111,3.9523809523809526,11,8,0.37130801687763715,A|B|C|D|E|F,A:1-108|B:1-116|C:1-129|D:1-108|E:1-116|F:1-129,6,706,5488,0,1,12,10.19830028328612,49.2324415247391,0.0962714812312796,0.34702549575070823,3.571556639294295
1c08,1c08*,64,107,3.1,35.3,47.9,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1oar,1oar,65,122,3.1,43.5,55.1,459.8,MA,2.60.40.10,19,839,857,0.533969010727056,0.3814064362336114,0.09773539928486293,0.066746126340882,0.09892729439809297,0.03098927294398093,0.1299165673420739,0.16448152562574495,14.264269086774235,8.62463957124146,-0.21036948748510134,7.153110590535017,0.08462455303933254,0.01907032181168057,0.026221692491060787,0.04052443384982122,0.03218116805721097,0.09892729439809297,0.014302741358760428,0.028605482717520857,0.052443384982121574,0.08104886769964244,0.014302741358760428,0.03575685339690107,0.03098927294398093,0.03575685339690107,0.03098927294398093,0.08939213349225268,0.12157330154946365,0.06436233611442194,0.033373063170441,0.06555423122765197,857,0,3,461,42,0,112,37,0.049008,0.541424,0.590432,0.049008168028004666,0.5414235705950992,0.40956826137689617,14,86,3.0,5.395348837209302,3,9,0.3057176196032672,H|I|J|K|L|M|N|O,H:1-122|I:14-116|J:1-122|K:14-116|L:2-109|M:3-109|N:2-109|O:3-109,8,839,6482,568,1,8,10.178784266984506,36.035158301942836,0.09757845063005267,0.3814064362336114,5.51103372214797
1ttc,1ttc,66,127,3.1,12.8,126.0,478.8,MA,2.60.40.180,2,254,255,0.5275590551181102,0.28346456692913385,0.12598425196850394,0.13385826771653545,0.07874015748031496,0.06299212598425197,0.14173228346456693,0.25984251968503935,-9.415990810071918,5.210023999911755,-0.2921259842519685,7.958993117986236,0.09448818897637795,0.007874015748031496,0.03937007874015748,0.09448818897637795,0.03937007874015748,0.07874015748031496,0.031496062992125984,0.03937007874015748,0.06299212598425197,0.05511811023622047,0.015748031496062992,0.023622047244094488,0.06299212598425197,0.0,0.031496062992125984,0.08661417322834646,0.09448818897637795,0.08661417322834646,0.015748031496062992,0.03937007874015748,255,13,3,119,0,0,34,29,0.05098,0.478431,0.529412,0.050980392156862744,0.47843137254901963,0.47058823529411764,2,21,6.5,5.809523809523809,7,10,0.35294117647058826,A|B,A:1-127|B:1-127,2,254,2020,319,1,0,10.133858267716535,18.786756562484616,0.09581309374326975,0.31496062992125984,4.8483557202408525
1pun,1pun,67,129,3.1,34.2,193.9,486.4,B2M,3.90.79.10,1,129,129,0.5581395348837209,0.16279069767441862,0.13953488372093023,0.17054263565891473,0.07751937984496124,0.06976744186046512,0.14728682170542637,0.31007751937984496,-6.782116460801937,4.875763555667618,-0.47519379844961246,9.813493179496422,0.06976744186046512,0.0,0.031007751937984496,0.13953488372093023,0.05426356589147287,0.07751937984496124,0.023255813953488372,0.06976744186046512,0.06201550387596899,0.08527131782945736,0.031007751937984496,0.046511627906976744,0.06976744186046512,0.03875968992248062,0.05426356589147287,0.015503875968992248,0.031007751937984496,0.05426356589147287,0.03875968992248062,0.007751937984496124,129,17,3,30,6,0,17,17,0.178295,0.255814,0.434109,0.17829457364341086,0.2558139534883721,0.5658914728682171,3,7,7.666666666666667,4.714285714285714,11,9,0.4108527131782946,A,A:1-129,1,129,41840,860,20,0,9.7984496124031,14.002836204132006,0.10045940594846205,0.3023255813953488,2.5065801334054445
1pus,1pus,68,129,3.1,36.1,194.1,486.4,B2M,3.90.79.10,1,129,129,0.5581395348837209,0.16279069767441862,0.13953488372093023,0.17054263565891473,0.07751937984496124,0.06976744186046512,0.14728682170542637,0.31007751937984496,-6.782116460801937,4.875763555667618,-0.47519379844961246,9.813493179496422,0.06976744186046512,0.0,0.031007751937984496,0.13953488372093023,0.05426356589147287,0.07751937984496124,0.023255813953488372,0.06976744186046512,0.06201550387596899,0.08527131782945736,0.031007751937984496,0.046511627906976744,0.06976744186046512,0.03875968992248062,0.05426356589147287,0.015503875968992248,0.031007751937984496,0.05426356589147287,0.03875968992248062,0.007751937984496124,129,19,1,37,6,0,19,11,0.193798,0.294574,0.488372,0.1937984496124031,0.29457364341085274,0.5116279069767442,3,6,8.333333333333334,6.333333333333333,11,10,0.37209302325581395,A,A:1-129,1,129,41840,860,20,0,9.751937984496124,13.84040932508574,0.10017886177256902,0.29457364341085274,2.872663902409711
1wiu,1wiu,69,93,3.1,39.0,48.2,349.6,MA,2.60.40.10,1,93,93,0.5376344086021505,0.21505376344086022,0.13978494623655913,0.12903225806451613,0.06451612903225806,0.053763440860215055,0.11827956989247312,0.26881720430107525,0.013144932571508505,7.030699675818141,-0.10107526881720429,9.24741819863568,0.11827956989247312,0.0,0.06451612903225806,0.06451612903225806,0.053763440860215055,0.06451612903225806,0.010752688172043012,0.07526881720430108,0.10752688172043011,0.08602150537634409,0.0,0.03225806451612903,0.053763440860215055,0.010752688172043012,0.021505376344086023,0.07526881720430108,0.07526881720430108,0.06451612903225806,0.010752688172043012,0.010752688172043012,93,0,3,48,3,0,8,10,0.032258,0.548387,0.580645,0.03225806451612903,0.5483870967741935,0.41935483870967744,1,11,3.0,4.636363636363637,3,11,0.3548387096774194,A,A:1-93,1,93,42960,0,30,0,10.580645161290322,12.682512081273199,0.09135444790717935,0.3548387096774194,5.802289281997918
1gko,1gko,70,127,3.1,11.6,79.2,478.8,B1MA,2.60.40.180,4,458,461,0.5414847161572053,0.2838427947598253,0.1222707423580786,0.13100436681222707,0.0611353711790393,0.05240174672489083,0.11353711790393013,0.25327510917030566,-18.754871768963838,5.153555830921505,-0.1262008733624454,8.301409584104041,0.10480349344978165,0.008733624454148471,0.043668122270742356,0.08733624454148471,0.034934497816593885,0.0611353711790393,0.034934497816593885,0.043668122270742356,0.05240174672489083,0.05240174672489083,0.026200873362445413,0.021834061135371178,0.05240174672489083,0.0,0.034934497816593885,0.08733624454148471,0.08733624454148471,0.10480349344978165,0.017467248908296942,0.043668122270742356,461,26,12,228,0,0,68,31,0.056399,0.520607,0.577007,0.05639913232104121,0.5206073752711496,0.4229934924078091,4,48,6.5,5.0,7,9,0.3470715835140998,A|B|C|D,A:10-124|B:10-123|C:10-124|D:10-123,4,458,3528,198,1,0,10.0,45.36092735140384,0.09637302682190943,0.314410480349345,5.206073752711497
1n4x,1n4x*,71,113,3.1,33.7,51.1,425.6,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1nvi,1nvi,72,81,3.1,34.1,44.9,304.0,MA,3.10.20.30,3,223,225,0.5695067264573991,0.18385650224215247,0.12556053811659193,0.15695067264573992,0.07174887892376682,0.053811659192825115,0.12556053811659193,0.2825112107623318,-11.588006677693059,4.752348738481487,-0.22062780269058296,9.224327856984857,0.1210762331838565,0.0,0.06278026905829596,0.09417040358744394,0.053811659192825115,0.07174887892376682,0.02242152466367713,0.026905829596412557,0.03587443946188341,0.07174887892376682,0.017937219730941704,0.013452914798206279,0.053811659192825115,0.03587443946188341,0.06726457399103139,0.03139013452914798,0.06726457399103139,0.10762331838565023,0.03139013452914798,0.013452914798206279,225,74,2,67,0,0,19,12,0.328889,0.306667,0.635556,0.3288888888888889,0.30666666666666664,0.36444444444444446,7,15,10.571428571428571,4.6,18,9,0.30666666666666664,D|E,D:1-81|E:2-150,2,223,1764,225,1,0,9.668161434977579,18.88676461427859,0.10040558338171104,0.28699551569506726,2.9649028400597905
1fvc,1fvc,73,109,3.1,40.7,54.8,410.4,MA,2.60.40.10,4,457,460,0.5164113785557987,0.38293216630196936,0.10065645514223195,0.07439824945295405,0.0962800875273523,0.0437636761487965,0.1400437636761488,0.175054704595186,7.903071495323431,8.702594464843969,-0.3533916849015317,7.4449392623378605,0.07439824945295405,0.0175054704595186,0.04814004376367615,0.0262582056892779,0.0350109409190372,0.0962800875273523,0.0087527352297593,0.03938730853391685,0.03938730853391685,0.061269146608315096,0.01312910284463895,0.02188183807439825,0.0437636761487965,0.061269146608315096,0.0525164113785558,0.1137855579868709,0.09409190371991247,0.06564551422319474,0.02188183807439825,0.06564551422319474,460,0,2,234,12,0,72,35,0.026087,0.513043,0.53913,0.02608695652173913,0.5130434782608696,0.4608695652173913,4,45,3.0,5.2444444444444445,3,10,0.34130434782608693,A|B|C|D,A:1-109|B:1-120|C:1-108|D:1-120,4,457,3521,126,1,4,10.284463894967177,23.299265796036227,0.09566582089268406,0.36542669584245074,5.276377128722291
1ugm,1ugm,74,113,3.1,21.9,133.2,425.6,B2MA,2.60.40.10,1,113,113,0.4690265486725664,0.26548672566371684,0.18584070796460178,0.1415929203539823,0.02654867256637168,0.04424778761061947,0.07079646017699115,0.3274336283185841,2.2023451762790636,9.30858402855938,-0.4938053097345133,11.090669590414285,0.02654867256637168,0.0,0.04424778761061947,0.09734513274336283,0.05309734513274336,0.02654867256637168,0.02654867256637168,0.07079646017699115,0.07079646017699115,0.08849557522123894,0.02654867256637168,0.035398230088495575,0.04424778761061947,0.061946902654867256,0.08849557522123894,0.07079646017699115,0.035398230088495575,0.09734513274336283,0.0,0.035398230088495575,113,37,2,25,0,0,14,12,0.327434,0.238938,0.566372,0.3274336283185841,0.23893805309734514,0.4336283185840708,4,7,9.25,3.857142857142857,14,8,0.36283185840707965,A,A:5-117,1,113,943,65,1,0,8.601769911504425,13.71489270939549,0.11174236284855754,0.168141592920354,2.05529015584619
1igd,1igd,75,61,3.1,40.4,49.7,228.0,MA,3.10.20.10,1,61,61,0.45901639344262296,0.32786885245901637,0.11475409836065574,0.14754098360655737,0.06557377049180328,0.01639344262295082,0.08196721311475409,0.26229508196721313,-2.0831714845089433,4.6699697118883705,-0.5327868852459017,7.554006987368987,0.11475409836065574,0.0,0.08196721311475409,0.06557377049180328,0.03278688524590164,0.06557377049180328,0.0,0.01639344262295082,0.11475409836065574,0.03278688524590164,0.01639344262295082,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.0,0.0,0.21311475409836064,0.09836065573770492,0.01639344262295082,0.04918032786885246,61,14,0,26,0,0,6,4,0.229508,0.42623,0.655738,0.22950819672131148,0.4262295081967213,0.3442622950819672,1,4,14.0,6.5,14,8,0.2459016393442623,A,A:1-61,1,61,468,120,1,0,8.557377049180328,11.598598443093369,0.11425905606233476,0.11475409836065574,3.647406611126041
1ivl,1ivl*,76,107,3.1,64.5,52.7,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1w19,1w19,77,147,3.1,21.6,204.7,554.8,B1MA,,5,733,737,0.5661664392905866,0.24556616643929058,0.10914051841746249,0.11323328785811733,0.08185538881309687,0.034106412005457026,0.11596180081855388,0.22237380627557982,-21.89531503550006,5.208884052780377,0.21691678035470668,9.197012594711598,0.16371077762619374,0.020463847203274217,0.0723055934515689,0.040927694406548434,0.0068212824010914054,0.08185538881309687,0.027285129604365622,0.040927694406548434,0.020463847203274217,0.10914051841746249,0.0,0.020463847203274217,0.034106412005457026,0.034106412005457026,0.061391541609822645,0.054570259208731244,0.08185538881309687,0.11596180081855388,0.0068212824010914054,0.0068212824010914054,737,350,10,130,15,0,65,62,0.495251,0.189959,0.68521,0.49525101763907736,0.18995929443690637,0.3147896879240163,25,30,14.6,4.666666666666667,20,9,0.2727272727272727,A|B|C|D|E,A:14-160|B:14-160|C:15-160|D:14-160|E:15-160,5,733,5294,857,1,0,10.933151432469304,25.6024373751753,0.09207427072566307,0.4542974079126876,2.076853732083721
1kir,1kir*,78,107,3.1,36.0,48.1,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1kmt,1kmt,79,141,3.1,44.5,71.2,532.0,MA,2.70.50.30,2,276,277,0.5217391304347826,0.2536231884057971,0.15942028985507245,0.13043478260869565,0.07246376811594203,0.043478260869565216,0.11594202898550725,0.2898550724637681,4.208414718068582,8.910956131926469,-0.3565217391304348,9.142602394454947,0.050724637681159424,0.007246376811594203,0.06521739130434782,0.06521739130434782,0.036231884057971016,0.07246376811594203,0.014492753623188406,0.050724637681159424,0.09420289855072464,0.07971014492753623,0.028985507246376812,0.021739130434782608,0.043478260869565216,0.014492753623188406,0.050724637681159424,0.07971014492753623,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.050724637681159424,277,0,1,154,15,0,23,23,0.054152,0.559567,0.613718,0.05415162454873646,0.5595667870036101,0.3862815884476534,3,21,5.0,7.380952380952381,6,13,0.30324909747292417,A|B,A:65-202|B:65-202,2,276,4396,592,1,0,9.507246376811594,24.378814356668574,0.1026911689475628,0.2717391304347826,5.319939308324177
1l2n,1l2n,80,81,3.1,36.0,52.1,304.0,MA,3.10.20.90,1,76,76,0.42105263157894735,0.2236842105263158,0.18421052631578946,0.21052631578947367,0.039473684210526314,0.02631578947368421,0.06578947368421052,0.39473684210526316,-3.8891274156545137,4.949171574223328,-0.768421052631579,10.40926592797784,0.05263157894736842,0.0,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.039473684210526314,0.02631578947368421,0.10526315789473684,0.07894736842105263,0.07894736842105263,0.039473684210526314,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.0,0.013157894736842105,76,12,0,20,0,0,10,11,0.157895,0.263158,0.421053,0.15789473684210525,0.2631578947368421,0.5789473684210527,1,4,12.0,5.0,12,6,0.2631578947368421,A,A:21-96,1,76,24980,0,20,0,10.210526315789474,11.55840012109138,0.09735615663237059,0.3026315789473684,2.6869806094182827
1dfu,1dfu,81,94,3.1,13.9,120.2,353.4,B1M,2.40.240.10,1,94,94,0.5319148936170213,0.19148936170212766,0.2127659574468085,0.1276595744680851,0.05319148936170213,0.0425531914893617,0.09574468085106383,0.3404255319148936,5.194241258204855,10.002429346458484,-0.46808510638297873,10.58727931190584,0.11702127659574468,0.0,0.05319148936170213,0.07446808510638298,0.0425531914893617,0.05319148936170213,0.031914893617021274,0.07446808510638298,0.11702127659574468,0.05319148936170213,0.031914893617021274,0.031914893617021274,0.0425531914893617,0.05319148936170213,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.0851063829787234,0.0,0.031914893617021274,94,16,1,40,4,0,7,11,0.212766,0.43617,0.648936,0.2127659574468085,0.43617021276595747,0.35106382978723405,3,8,6.666666666666667,5.125,9,8,0.3404255319148936,M|N|P,M:91-109|N:68-86|P:1-94,3,132,1572,247,1,0,9.127659574468085,12.47186682430431,0.1062137330754352,0.24468085106382978,3.9812132186509737
2rox,2rox,82,127,3.1,14.0,90.0,478.8,B1MA,2.60.40.180,2,234,235,0.5384615384615384,0.28205128205128205,0.12393162393162394,0.13247863247863248,0.05982905982905983,0.05982905982905983,0.11965811965811966,0.2564102564102564,-9.421016294191212,5.169762168487978,-0.1598290598290598,8.43436920154869,0.10256410256410256,0.008547008547008548,0.042735042735042736,0.08974358974358974,0.042735042735042736,0.05982905982905983,0.03418803418803419,0.042735042735042736,0.05555555555555555,0.05982905982905983,0.008547008547008548,0.02564102564102564,0.05982905982905983,0.0,0.03418803418803419,0.08547008547008547,0.08547008547008547,0.10256410256410256,0.017094017094017096,0.042735042735042736,235,12,3,119,0,0,35,16,0.051064,0.519149,0.570213,0.05106382978723404,0.5191489361702127,0.4297872340425532,2,21,6.0,5.809523809523809,6,10,0.32340425531914896,A|B,A:10-127|B:10-125,2,234,1811,184,1,0,9.905982905982906,17.71432405617411,0.09752817220765939,0.2905982905982906,5.142680487361338
1oaq,1oaq,83,120,3.1,40.6,49.3,452.2,MA,2.60.40.10,2,230,231,0.5260869565217391,0.3826086956521739,0.09565217391304348,0.06956521739130435,0.10869565217391304,0.034782608695652174,0.14347826086956522,0.16521739130434782,3.0010511549450456,8.3158320146822,-0.2808695652173913,7.084851417769376,0.0782608695652174,0.017391304347826087,0.02608695652173913,0.043478260869565216,0.030434782608695653,0.10869565217391304,0.013043478260869565,0.02608695652173913,0.05217391304347826,0.0782608695652174,0.013043478260869565,0.034782608695652174,0.034782608695652174,0.043478260869565216,0.030434782608695653,0.09565217391304348,0.11739130434782609,0.06521739130434782,0.030434782608695653,0.06086956521739131,231,0,1,124,15,0,34,8,0.064935,0.541126,0.606061,0.06493506493506493,0.5411255411255411,0.3939393939393939,5,23,3.0,5.434782608695652,3,9,0.3246753246753247,H|L,H:1-120|L:1-110,2,230,1762,275,1,2,10.304347826086957,17.283954180057222,0.09654519277853509,0.3739130434782609,5.575945793337098
1rlf,1rlf,84,90,3.1,42.4,54.7,338.2,MA,3.10.20.90,1,90,90,0.4777777777777778,0.2777777777777778,0.15555555555555556,0.13333333333333333,0.05555555555555555,0.03333333333333333,0.08888888888888889,0.28888888888888886,0.05620889372630522,7.07886329818848,-0.31444444444444447,10.175680246913581,0.06666666666666667,0.011111111111111112,0.07777777777777778,0.05555555555555555,0.03333333333333333,0.05555555555555555,0.022222222222222223,0.05555555555555555,0.044444444444444446,0.1,0.022222222222222223,0.03333333333333333,0.03333333333333333,0.044444444444444446,0.08888888888888889,0.12222222222222222,0.022222222222222223,0.08888888888888889,0.0,0.022222222222222223,90,12,0,27,0,0,16,10,0.133333,0.3,0.433333,0.13333333333333333,0.3,0.5666666666666667,2,5,6.0,5.4,8,8,0.35555555555555557,A,A:646-735,1,90,14130,0,10,0,9.644444444444444,12.620058821359269,0.10301840135173469,0.3333333333333333,2.893333333333333
1tvd,1tvd,85,116,3.1,38.0,44.4,437.0,MA,2.60.40.10,2,232,233,0.5,0.3448275862068966,0.11206896551724138,0.1206896551724138,0.05172413793103448,0.06896551724137931,0.1206896551724138,0.23275862068965517,-5.9002982132769795,5.076131676009936,-0.3043103448275862,8.402309007134363,0.04310344827586207,0.017241379310344827,0.08620689655172414,0.034482758620689655,0.07758620689655173,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.04310344827586207,0.0603448275862069,0.0,0.008620689655172414,0.06896551724137931,0.04310344827586207,0.05172413793103448,0.09482758620689655,0.10344827586206896,0.09482758620689655,0.008620689655172414,0.0603448275862069,233,0,0,116,18,0,23,18,0.077253,0.497854,0.575107,0.07725321888412018,0.4978540772532189,0.4248927038626609,6,24,3.0,4.833333333333333,3,8,0.3562231759656652,A|B,A:1-116|B:1-116,2,232,1894,309,1,2,9.620689655172415,17.783858689739056,0.10167230398911434,0.2801724137931034,4.7896995708154515
2dlf,2dlf,86,113,3.1,39.3,49.9,425.6,MA,2.60.40.10,2,233,234,0.5021459227467812,0.3648068669527897,0.12446351931330472,0.08583690987124463,0.0944206008583691,0.03862660944206009,0.13304721030042918,0.21030042918454936,4.188015511767347,8.599967984263458,-0.38712446351931334,7.978460830002396,0.04291845493562232,0.017167381974248927,0.03862660944206009,0.04721030042918455,0.04291845493562232,0.0944206008583691,0.02145922746781116,0.034334763948497854,0.05150214592274678,0.07725321888412018,0.017167381974248927,0.034334763948497854,0.03862660944206009,0.04291845493562232,0.05150214592274678,0.12017167381974249,0.07296137339055794,0.07296137339055794,0.02575107296137339,0.055793991416309016,234,0,3,113,15,0,29,17,0.064103,0.495726,0.559829,0.0641025641025641,0.49572649572649574,0.44017094017094016,5,24,3.0,4.833333333333333,3,8,0.36324786324786323,H|L,H:1-112|L:1-108,2,233,1872,410,1,2,10.034334763948499,17.755787977257626,0.09772153986998723,0.33905579399141633,4.974285609478743
2imm,2imm,87,114,3.1,39.9,49.4,429.4,MA,2.60.40.10,1,114,114,0.47368421052631576,0.40350877192982454,0.09649122807017543,0.07894736842105263,0.08771929824561403,0.05263157894736842,0.14035087719298245,0.17543859649122806,0.9109969723496025,7.872522558423043,-0.41842105263157897,7.5197483841181905,0.05263157894736842,0.017543859649122806,0.043859649122807015,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.008771929824561403,0.02631578947368421,0.05263157894736842,0.09649122807017543,0.017543859649122806,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.03508771929824561,0.14912280701754385,0.07894736842105263,0.05263157894736842,0.008771929824561403,0.043859649122807015,114,0,0,58,3,0,17,10,0.026316,0.508772,0.535088,0.02631578947368421,0.5087719298245614,0.4649122807017544,1,13,3.0,4.461538461538462,3,7,0.35964912280701755,A,A:1-108,1,114,866,130,1,1,9.736842105263158,13.49671474491713,0.10148046398046398,0.2719298245614035,4.953831948291782
1pga,1pga,88,56,3.1,26.5,30.3,209.0,MA,3.10.20.10,1,56,56,0.44642857142857145,0.32142857142857145,0.10714285714285714,0.17857142857142858,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,-4.080864067540586,4.316281641205023,-0.6339285714285714,7.589741709183673,0.10714285714285714,0.0,0.08928571428571429,0.08928571428571429,0.03571428571428571,0.07142857142857142,0.0,0.017857142857142856,0.10714285714285714,0.05357142857142857,0.017857142857142856,0.05357142857142857,0.0,0.017857142857142856,0.0,0.0,0.19642857142857142,0.07142857142857142,0.017857142857142856,0.05357142857142857,56,14,0,24,0,0,6,4,0.25,0.428571,0.678571,0.25,0.42857142857142855,0.32142857142857145,1,4,14.0,6.0,14,7,0.25,A,A:1-56,1,56,436,20,1,0,8.785714285714286,10.201918973602043,0.10790593335236191,0.16071428571428573,3.7653061224489797
